rNN	rNO	aNNO	EDIF	ETRIP	ESING
   1.166	   1.600	  94.000	  -0.499	 -184.11770958	 -184.11691466
   1.166	   1.600	  95.000	  -2.383	 -184.11974221	 -184.11594415
   1.165	   1.600	  96.000	  -4.170	 -184.12164157	 -184.11499603
   1.164	   1.600	  97.000	  -5.862	 -184.12341385	 -184.11407275
   1.164	   1.600	  98.000	  -7.460	 -184.12506492	 -184.11317681
   1.163	   1.600	  99.000	  -8.967	 -184.12660037	 -184.11231085
   1.162	   1.600	 100.000	 -10.384	 -184.12802550	 -184.11147787
   1.162	   1.600	 101.000	 -11.712	 -184.12934532	 -184.11068106
   1.161	   1.600	 102.000	 -12.952	 -184.13056460	 -184.10992420
   1.160	   1.600	 103.000	 -14.104	 -184.13168783	 -184.10921186
   1.160	   1.600	 104.000	 -15.166	 -184.13271928	 -184.10855098
   1.159	   1.600	 105.000	 -16.131	 -184.13366300	 -184.10795650
   1.159	   1.600	 106.000	 -16.977	 -184.13452280	 -184.10746863
   1.158	   1.600	 107.000	 -17.642	 -184.13530230	 -184.10718752
   1.157	   1.600	 108.000	 -18.026	 -184.13600492	 -184.10727866
   1.157	   1.600	 109.000	 -18.054	 -184.13663391	 -184.10786275
   1.156	   1.600	 110.000	 -17.757	 -184.13719230	 -184.10889446
   1.156	   1.600	 111.000	 -17.231	 -184.13768305	 -184.11022420
   1.215	   1.600	 112.000	   0.000	    0.00000000	    0.00000000
   1.154	   1.600	 113.000	 -15.805	 -184.13847240	 -184.11328530
   1.154	   1.600	 114.000	 -14.994	 -184.13877607	 -184.11488240
   1.153	   1.600	 115.000	 -14.145	 -184.13902221	 -184.11648118
   1.153	   1.600	 116.000	 -13.269	 -184.13921305	 -184.11806681
   1.152	   1.600	 117.000	 -12.374	 -184.13935067	 -184.11963101
   1.152	   1.600	 118.000	 -11.463	 -184.13943707	 -184.12116883
   1.215	   1.600	 119.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.600	 120.000	   0.000	    0.00000000	    0.00000000
   1.150	   1.600	 121.000	  -8.664	 -184.13940730	 -184.12560099
   1.150	   1.600	 122.000	  -7.713	 -184.13930675	 -184.12701457
   1.149	   1.600	 123.000	  -6.757	 -184.13916353	 -184.12839563
   1.149	   1.600	 124.000	  -5.795	 -184.13897911	 -184.12974422
   1.215	   1.600	 125.000	   0.000	    0.00000000	    0.00000000
   1.148	   1.600	 126.000	  -3.858	 -184.13849225	 -184.13234473
   1.215	   1.600	 127.000	   0.000	    0.00000000	    0.00000000
   1.147	   1.600	 128.000	  -1.907	 -184.13785692	 -184.13481819
   1.146	   1.600	 129.000	  -0.928	 -184.13748671	 -184.13600813
   1.146	   1.600	 130.000	   0.053	 -184.13708308	 -184.13716739
   1.145	   1.600	 131.000	   1.035	 -184.13664720	 -184.13829638
   1.145	   1.600	 132.000	   2.018	 -184.13618023	 -184.13939547
   1.145	   1.600	 133.000	   3.001	 -184.13568331	 -184.14046513
   1.144	   1.600	 134.000	   3.984	 -184.13515758	 -184.14150575
   1.144	   1.600	 135.000	   4.966	 -184.13460415	 -184.14251775
   1.143	   1.600	 136.000	   5.947	 -184.13402416	 -184.14350157
   1.143	   1.600	 137.000	   6.927	 -184.13341876	 -184.14445762
   1.143	   1.600	 138.000	   7.905	 -184.13278909	 -184.14538633
   1.142	   1.600	 139.000	   8.880	 -184.13213633	 -184.14628812
   1.142	   1.600	 140.000	   9.853	 -184.13146165	 -184.14716340
   1.142	   1.600	 141.000	  10.822	 -184.13076627	 -184.14801260
   1.141	   1.600	 142.000	  11.788	 -184.13005144	 -184.14883610
   1.141	   1.600	 143.000	  12.748	 -184.12931844	 -184.14963432
   1.215	   1.600	 144.000	   0.000	    0.00000000	    0.00000000
   1.140	   1.600	 145.000	  14.654	 -184.12780322	 -184.15115647
   1.140	   1.600	 146.000	  15.598	 -184.12702378	 -184.15188115
   1.139	   1.600	 147.000	  16.535	 -184.12623171	 -184.15258205
   1.139	   1.600	 148.000	  17.464	 -184.12542854	 -184.15325953
   1.215	   1.600	 149.000	   0.000	    0.00000000	    0.00000000
   1.138	   1.600	 150.000	  19.296	 -184.12379530	 -184.15454554
   1.138	   1.600	 151.000	  20.197	 -184.12296860	 -184.15515470
   1.138	   1.600	 152.000	  21.087	 -184.12213755	 -184.15574170
   1.137	   1.600	 153.000	  21.965	 -184.12130401	 -184.15630679
   1.137	   1.600	 154.000	  22.829	 -184.12046995	 -184.15685025
   1.215	   1.600	 155.000	   0.000	    0.00000000	    0.00000000
   1.136	   1.600	 156.000	  24.514	 -184.11880841	 -184.15787317
   1.215	   1.600	 157.000	   0.000	    0.00000000	    0.00000000
   1.136	   1.600	 158.000	  26.131	 -184.11717014	 -184.15881219
   1.135	   1.600	 159.000	  26.911	 -184.11636543	 -184.15925071
   1.135	   1.600	 160.000	  27.670	 -184.11557352	 -184.15966886
   1.135	   1.600	 161.000	  28.407	 -184.11479683	 -184.16006681
   1.135	   1.600	 162.000	  29.121	 -184.11403786	 -184.16044479
   1.134	   1.600	 163.000	  29.809	 -184.11329907	 -184.16080309
   1.215	   1.600	 164.000	   0.000	    0.00000000	    0.00000000
   1.133	   1.600	 165.000	  31.750	 -184.11120371	 -184.16180053
   1.132	   1.600	 166.000	  32.363	 -184.11052171	 -184.16209600
   1.132	   1.600	 167.000	  32.944	 -184.10987223	 -184.16237168
   1.132	   1.600	 168.000	  33.490	 -184.10925776	 -184.16262751
   1.132	   1.600	 169.000	  34.000	 -184.10868079	 -184.16286346
   1.156	   1.650	  90.000	   0.299	 -184.11606148	 -184.11653856
   1.155	   1.650	  91.000	  -1.698	 -184.11830351	 -184.11559716
   1.155	   1.650	  92.000	  -3.599	 -184.12041070	 -184.11467461
   1.155	   1.650	  93.000	  -5.407	 -184.12238899	 -184.11377318
   1.154	   1.650	  94.000	  -7.122	 -184.12424409	 -184.11289490
   1.154	   1.650	  95.000	  -8.747	 -184.12598155	 -184.11204180
   1.153	   1.650	  96.000	 -10.285	 -184.12760667	 -184.11121583
   1.153	   1.650	  97.000	 -11.738	 -184.12912453	 -184.11041898
   1.153	   1.650	  98.000	 -13.107	 -184.13054002	 -184.10965342
   1.152	   1.650	  99.000	 -14.393	 -184.13185778	 -184.10892182
   1.152	   1.650	 100.000	 -15.597	 -184.13308224	 -184.10822761
   1.151	   1.650	 101.000	 -16.718	 -184.13421762	 -184.10757598
   1.151	   1.650	 102.000	 -17.754	 -184.13526794	 -184.10697535
   1.150	   1.650	 103.000	 -18.698	 -184.13623701	 -184.10643995
   1.150	   1.650	 104.000	 -19.537	 -184.13712847	 -184.10599414
   1.149	   1.650	 105.000	 -20.250	 -184.13794575	 -184.10567611
   1.149	   1.650	 106.000	 -20.805	 -184.13869212	 -184.10553742
   1.148	   1.650	 107.000	 -21.172	 -184.13937068	 -184.10563132
   1.148	   1.650	 108.000	 -21.331	 -184.13998436	 -184.10599051
   1.148	   1.650	 109.000	 -21.289	 -184.14053597	 -184.10661014
   1.147	   1.650	 110.000	 -21.070	 -184.14102813	 -184.10745143
   1.147	   1.650	 111.000	 -20.710	 -184.14146337	 -184.10845953
   1.146	   1.650	 112.000	 -20.245	 -184.14184405	 -184.10958153
   1.146	   1.650	 113.000	 -19.702	 -184.14217243	 -184.11077550
   1.145	   1.650	 114.000	 -19.101	 -184.14245067	 -184.11201068
   1.145	   1.650	 115.000	 -18.458	 -184.14268078	 -184.11326596
   1.144	   1.650	 116.000	 -17.782	 -184.14286469	 -184.11452687
   1.144	   1.650	 117.000	 -17.081	 -184.14300427	 -184.11578362
   1.144	   1.650	 118.000	 -16.360	 -184.14310122	 -184.11702957
   1.143	   1.650	 119.000	 -15.623	 -184.14315720	 -184.11826022
   1.143	   1.650	 120.000	 -14.873	 -184.14317382	 -184.11947257
   1.142	   1.650	 121.000	 -14.112	 -184.14315256	 -184.12066445
   1.142	   1.650	 122.000	 -13.341	 -184.14309488	 -184.12183444
   1.142	   1.650	 123.000	 -12.563	 -184.14300215	 -184.12298161
   1.141	   1.650	 124.000	 -11.779	 -184.14287570	 -184.12410536
   1.141	   1.650	 125.000	 -10.989	 -184.14271680	 -184.12520523
   1.140	   1.650	 126.000	 -10.194	 -184.14252668	 -184.12628105
   1.140	   1.650	 127.000	  -9.396	 -184.14230653	 -184.12733274
   1.140	   1.650	 128.000	  -8.595	 -184.14205750	 -184.12836024
   1.139	   1.650	 129.000	  -7.792	 -184.14178072	 -184.12936363
   1.139	   1.650	 130.000	  -6.987	 -184.14147729	 -184.13034305
   1.139	   1.650	 131.000	  -6.181	 -184.14114830	 -184.13129854
   1.138	   1.650	 132.000	  -5.374	 -184.14079480	 -184.13223041
   1.138	   1.650	 133.000	  -4.568	 -184.14041787	 -184.13313875
   1.138	   1.650	 134.000	  -3.762	 -184.14001856	 -184.13402388
   1.137	   1.650	 135.000	  -2.957	 -184.13959792	 -184.13488598
   1.215	   1.650	 136.000	   0.000	    0.00000000	    0.00000000
   1.137	   1.650	 137.000	  -1.352	 -184.13869684	 -184.13654199
   1.136	   1.650	 138.000	  -0.554	 -184.13821853	 -184.13733640
   1.136	   1.650	 139.000	   0.242	 -184.13772314	 -184.13810874
   1.136	   1.650	 140.000	   1.034	 -184.13721175	 -184.13885927
   1.136	   1.650	 141.000	   1.821	 -184.13668548	 -184.13958822
   1.135	   1.650	 142.000	   2.604	 -184.13614545	 -184.14029585
   1.135	   1.650	 143.000	   3.382	 -184.13559283	 -184.14098237
   1.135	   1.650	 144.000	   4.154	 -184.13502877	 -184.14164807
   1.134	   1.650	 145.000	   4.919	 -184.13445448	 -184.14229314
   1.134	   1.650	 146.000	   5.677	 -184.13387121	 -184.14291782
   1.134	   1.650	 147.000	   6.427	 -184.13328022	 -184.14352231
   1.134	   1.650	 148.000	   7.169	 -184.13268280	 -184.14410682
   1.133	   1.650	 149.000	   7.901	 -184.13208028	 -184.14467154
   1.133	   1.650	 150.000	   8.624	 -184.13147403	 -184.14521666
   1.133	   1.650	 151.000	   9.335	 -184.13086544	 -184.14574235
   1.133	   1.650	 152.000	  10.036	 -184.13025596	 -184.14624878
   1.133	   1.650	 153.000	  10.724	 -184.12964707	 -184.14673609
   1.132	   1.650	 154.000	  11.398	 -184.12904026	 -184.14720443
   1.132	   1.650	 155.000	  12.059	 -184.12843708	 -184.14765392
   1.132	   1.650	 156.000	  12.704	 -184.12783911	 -184.14808468
   1.132	   1.650	 157.000	  13.334	 -184.12724795	 -184.14849683
   1.131	   1.650	 158.000	  13.947	 -184.12666524	 -184.14889047
   1.131	   1.650	 159.000	  14.541	 -184.12609262	 -184.14926568
   1.131	   1.650	 160.000	  15.117	 -184.12553177	 -184.14962255
   1.131	   1.650	 161.000	  15.673	 -184.12498436	 -184.14996116
   1.131	   1.650	 162.000	  16.208	 -184.12445210	 -184.15028158
   1.131	   1.650	 163.000	  16.721	 -184.12393666	 -184.15058388
   1.130	   1.650	 164.000	  17.212	 -184.12343972	 -184.15086813
   1.130	   1.650	 165.000	  17.678	 -184.12296293	 -184.15113441
   1.130	   1.650	 166.000	  18.119	 -184.12250795	 -184.15138279
   1.215	   1.650	 167.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.650	 168.000	   0.000	    0.00000000	    0.00000000
   1.130	   1.650	 169.000	  19.285	 -184.12128947	 -184.15202142
   1.139	   1.750	  90.000	 -14.891	 -184.13250107	 -184.10877084
   1.139	   1.750	  91.000	 -16.281	 -184.13407649	 -184.10813165
   1.139	   1.750	  92.000	 -17.594	 -184.13555972	 -184.10752189
   1.139	   1.750	  93.000	 -18.832	 -184.13695456	 -184.10694329
   1.139	   1.750	  94.000	 -19.997	 -184.13826477	 -184.10639780
   1.138	   1.750	  95.000	 -21.088	 -184.13949398	 -184.10588772
   1.138	   1.750	  96.000	 -22.107	 -184.14064572	 -184.10541591
   1.138	   1.750	  97.000	 -23.053	 -184.14172342	 -184.10498583
   1.138	   1.750	  98.000	 -23.926	 -184.14273033	 -184.10460199
   1.138	   1.750	  99.000	 -24.724	 -184.14366967	 -184.10426995
   1.137	   1.750	 100.000	 -25.444	 -184.14454443	 -184.10399654
   1.137	   1.750	 101.000	 -26.084	 -184.14535752	 -184.10378983
   1.137	   1.750	 102.000	 -26.640	 -184.14611173	 -184.10365849
   1.137	   1.750	 103.000	 -27.107	 -184.14680969	 -184.10361139
   1.136	   1.750	 104.000	 -27.484	 -184.14745395	 -184.10365619
   1.136	   1.750	 105.000	 -27.767	 -184.14804692	 -184.10379803
   1.136	   1.750	 106.000	 -27.957	 -184.14859090	 -184.10403845
   1.136	   1.750	 107.000	 -28.058	 -184.14908806	 -184.10437476
   1.135	   1.750	 108.000	 -28.075	 -184.14954052	 -184.10480020
   1.135	   1.750	 109.000	 -28.015	 -184.14995022	 -184.10530495
   1.135	   1.750	 110.000	 -27.888	 -184.15031907	 -184.10587736
   1.135	   1.750	 111.000	 -27.701	 -184.15064886	 -184.10650519
   1.135	   1.750	 112.000	 -27.463	 -184.15094129	 -184.10717672
   1.134	   1.750	 113.000	 -27.182	 -184.15119799	 -184.10788142
   1.134	   1.750	 114.000	 -26.864	 -184.15142052	 -184.10861027
   1.134	   1.750	 115.000	 -26.515	 -184.15161034	 -184.10935565
   1.134	   1.750	 116.000	 -26.140	 -184.15176884	 -184.11011139
   1.133	   1.750	 117.000	 -25.744	 -184.15189738	 -184.11087246
   1.133	   1.750	 118.000	 -25.328	 -184.15199722	 -184.11163481
   1.133	   1.750	 119.000	 -24.896	 -184.15206959	 -184.11239526
   1.133	   1.750	 120.000	 -24.451	 -184.15211565	 -184.11315123
   1.132	   1.750	 121.000	 -23.993	 -184.15213652	 -184.11390071
   1.132	   1.750	 122.000	 -23.526	 -184.15213327	 -184.11464211
   1.132	   1.750	 123.000	 -23.050	 -184.15210693	 -184.11537416
   1.132	   1.750	 124.000	 -22.567	 -184.15205850	 -184.11609586
   1.131	   1.750	 125.000	 -22.077	 -184.15198894	 -184.11680643
   1.131	   1.750	 126.000	 -21.583	 -184.15189918	 -184.11750523
   1.131	   1.750	 127.000	 -21.083	 -184.15179012	 -184.11819178
   1.131	   1.750	 128.000	 -20.580	 -184.15166264	 -184.11886572
   1.131	   1.750	 129.000	 -20.075	 -184.15151760	 -184.11952668
   1.215	   1.750	 130.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.750	 131.000	   0.000	    0.00000000	    0.00000000
   1.130	   1.750	 132.000	 -18.546	 -184.15098550	 -184.12142989
   1.130	   1.750	 133.000	 -18.035	 -184.15077852	 -184.12203728
   1.130	   1.750	 134.000	 -17.524	 -184.15055808	 -184.12263102
   1.130	   1.750	 135.000	 -17.014	 -184.15032497	 -184.12321110
   1.129	   1.750	 136.000	 -16.505	 -184.15007997	 -184.12377743
   1.129	   1.750	 137.000	 -15.998	 -184.14982387	 -184.12433007
   1.129	   1.750	 138.000	 -15.492	 -184.14955745	 -184.12486899
   1.129	   1.750	 139.000	 -14.989	 -184.14928150	 -184.12539423
   1.129	   1.750	 140.000	 -14.490	 -184.14899681	 -184.12590581
   1.129	   1.750	 141.000	 -13.994	 -184.14870415	 -184.12640376
   1.128	   1.750	 142.000	 -13.502	 -184.14840433	 -184.12688811
   1.128	   1.750	 143.000	 -13.014	 -184.14809812	 -184.12735890
   1.128	   1.750	 144.000	 -12.531	 -184.14778634	 -184.12781618
   1.128	   1.750	 145.000	 -12.054	 -184.14746978	 -184.12825997
   1.128	   1.750	 146.000	 -11.583	 -184.14714925	 -184.12869033
   1.128	   1.750	 147.000	 -11.118	 -184.14682557	 -184.12910730
   1.128	   1.750	 148.000	 -10.661	 -184.14649955	 -184.12951092
   1.128	   1.750	 149.000	 -10.210	 -184.14617201	 -184.12990123
   1.127	   1.750	 150.000	  -9.767	 -184.14584377	 -184.13027828
   1.127	   1.750	 151.000	  -9.333	 -184.14551567	 -184.13064210
   1.127	   1.750	 152.000	  -8.908	 -184.14518855	 -184.13099274
   1.127	   1.750	 153.000	  -8.492	 -184.14486323	 -184.13133025
   1.127	   1.750	 154.000	  -8.086	 -184.14454054	 -184.13165466
   1.127	   1.750	 155.000	  -7.690	 -184.14422133	 -184.13196601
   1.127	   1.750	 156.000	  -7.306	 -184.14390643	 -184.13226436
   1.127	   1.750	 157.000	  -6.932	 -184.14359666	 -184.13254976
   1.127	   1.750	 158.000	  -6.570	 -184.14329284	 -184.13282224
   1.127	   1.750	 159.000	  -6.221	 -184.14299578	 -184.13308185
   1.127	   1.750	 160.000	  -5.885	 -184.14270629	 -184.13332867
   1.126	   1.750	 161.000	  -5.561	 -184.14242516	 -184.13356275
   1.126	   1.750	 162.000	  -5.252	 -184.14215317	 -184.13378414
   1.126	   1.750	 163.000	  -4.956	 -184.14189106	 -184.13399290
   1.126	   1.750	 164.000	  -4.675	 -184.14163957	 -184.13418912
   1.126	   1.750	 165.000	  -4.409	 -184.14139942	 -184.13437286
   1.126	   1.750	 166.000	  -4.159	 -184.14117128	 -184.13454420
   1.126	   1.750	 167.000	  -3.924	 -184.14095581	 -184.13470321
   1.126	   1.750	 168.000	  -3.705	 -184.14075364	 -184.13484998
   1.126	   1.750	 169.000	  -3.502	 -184.14056536	 -184.13498459
   1.134	   1.800	  90.000	 -21.312	 -184.14021954	 -184.10625718
   1.134	   1.800	  91.000	 -22.420	 -184.14153418	 -184.10580530
   1.134	   1.800	  92.000	 -23.462	 -184.14277237	 -184.10538401
   1.134	   1.800	  93.000	 -24.437	 -184.14393727	 -184.10499478
   1.134	   1.800	  94.000	 -25.347	 -184.14503200	 -184.10463940
   1.134	   1.800	  95.000	 -26.192	 -184.14605956	 -184.10431996
   1.134	   1.800	  96.000	 -26.973	 -184.14702289	 -184.10403897
   1.134	   1.800	  97.000	 -27.689	 -184.14792482	 -184.10379947
   1.133	   1.800	  98.000	 -28.340	 -184.14876808	 -184.10360491
   1.133	   1.800	  99.000	 -28.926	 -184.14955529	 -184.10345909
   1.133	   1.800	 100.000	 -29.445	 -184.15028899	 -184.10336609
   1.133	   1.800	 101.000	 -29.896	 -184.15097158	 -184.10332985
   1.133	   1.800	 102.000	 -30.278	 -184.15160538	 -184.10335389
   1.133	   1.800	 103.000	 -30.592	 -184.15219261	 -184.10344073
   1.132	   1.800	 104.000	 -30.838	 -184.15273537	 -184.10359176
   1.132	   1.800	 105.000	 -31.017	 -184.15323569	 -184.10380642
   1.132	   1.800	 106.000	 -31.133	 -184.15369548	 -184.10408246
   1.132	   1.800	 107.000	 -31.188	 -184.15411658	 -184.10441592
   1.132	   1.800	 108.000	 -31.187	 -184.15450073	 -184.10480169
   1.131	   1.800	 109.000	 -31.135	 -184.15484961	 -184.10523338
   1.131	   1.800	 110.000	 -31.037	 -184.15516478	 -184.10570437
   1.131	   1.800	 111.000	 -30.898	 -184.15544776	 -184.10620795
   1.131	   1.800	 112.000	 -30.724	 -184.15569998	 -184.10673778
   1.131	   1.800	 113.000	 -30.519	 -184.15592281	 -184.10728811
   1.131	   1.800	 114.000	 -30.286	 -184.15611755	 -184.10785383
   1.130	   1.800	 115.000	 -30.029	 -184.15628543	 -184.10843054
   1.130	   1.800	 116.000	 -29.752	 -184.15642767	 -184.10901448
   1.130	   1.800	 117.000	 -29.457	 -184.15654536	 -184.10960249
   1.130	   1.800	 118.000	 -29.146	 -184.15663959	 -184.11019198
   1.130	   1.800	 119.000	 -28.822	 -184.15671139	 -184.11078075
   1.130	   1.800	 120.000	 -28.486	 -184.15676176	 -184.11136697
   1.129	   1.800	 121.000	 -28.139	 -184.15679164	 -184.11194920
   1.129	   1.800	 122.000	 -27.783	 -184.15680194	 -184.11252618
   1.129	   1.800	 123.000	 -27.420	 -184.15679353	 -184.11309692
   1.129	   1.800	 124.000	 -27.050	 -184.15676727	 -184.11366062
   1.129	   1.800	 125.000	 -26.674	 -184.15672396	 -184.11421655
   1.129	   1.800	 126.000	 -26.293	 -184.15666441	 -184.11476421
   1.128	   1.800	 127.000	 -25.908	 -184.15658939	 -184.11530311
   1.128	   1.800	 128.000	 -25.519	 -184.15649964	 -184.11583291
   1.128	   1.800	 129.000	 -25.127	 -184.15639589	 -184.11635330
   1.128	   1.800	 130.000	 -24.733	 -184.15627888	 -184.11686403
   1.128	   1.800	 131.000	 -24.338	 -184.15614929	 -184.11736486
   1.128	   1.800	 132.000	 -23.941	 -184.15600782	 -184.11785571
   1.128	   1.800	 133.000	 -23.543	 -184.15585515	 -184.11833636
   1.127	   1.800	 134.000	 -23.146	 -184.15569197	 -184.11880680
   1.127	   1.800	 135.000	 -22.749	 -184.15551893	 -184.11926685
   1.127	   1.800	 136.000	 -22.352	 -184.15533669	 -184.11971648
   1.127	   1.800	 137.000	 -21.957	 -184.15514592	 -184.12015566
   1.127	   1.800	 138.000	 -21.563	 -184.15494725	 -184.12058433
   1.127	   1.800	 139.000	 -21.171	 -184.15474134	 -184.12100247
   1.127	   1.800	 140.000	 -20.782	 -184.15452884	 -184.12141007
   1.127	   1.800	 141.000	 -20.396	 -184.15431038	 -184.12180710
   1.126	   1.800	 142.000	 -20.013	 -184.15408661	 -184.12219357
   1.126	   1.800	 143.000	 -19.634	 -184.15385815	 -184.12256946
   1.126	   1.800	 144.000	 -19.259	 -184.15362567	 -184.12293478
   1.126	   1.800	 145.000	 -18.888	 -184.15338979	 -184.12328953
   1.126	   1.800	 146.000	 -18.522	 -184.15315115	 -184.12363372
   1.126	   1.800	 147.000	 -18.162	 -184.15291039	 -184.12396736
   1.126	   1.800	 148.000	 -17.807	 -184.15266815	 -184.12429045
   1.126	   1.800	 149.000	 -17.459	 -184.15242505	 -184.12460301
   1.126	   1.800	 150.000	 -17.116	 -184.15218173	 -184.12490506
   1.126	   1.800	 151.000	 -16.781	 -184.15193883	 -184.12519660
   1.126	   1.800	 152.000	 -16.453	 -184.15169697	 -184.12547767
   1.126	   1.800	 153.000	 -16.132	 -184.15145676	 -184.12574827
   1.126	   1.800	 154.000	 -15.820	 -184.15121887	 -184.12600844
   1.125	   1.800	 155.000	 -15.516	 -184.15098387	 -184.12625816
   1.125	   1.800	 156.000	 -15.220	 -184.15075238	 -184.12649753
   1.125	   1.800	 157.000	 -14.934	 -184.15052501	 -184.12672655
   1.125	   1.800	 158.000	 -14.657	 -184.15030234	 -184.12694526
   1.125	   1.800	 159.000	 -14.390	 -184.15008496	 -184.12715368
   1.125	   1.800	 160.000	 -14.132	 -184.14987343	 -184.12735186
   1.125	   1.800	 161.000	 -13.886	 -184.14966832	 -184.12753985
   1.125	   1.800	 162.000	 -13.650	 -184.14947016	 -184.12771769
   1.125	   1.800	 163.000	 -13.425	 -184.14927948	 -184.12788543
   1.125	   1.800	 164.000	 -13.211	 -184.14909679	 -184.12804314
   1.125	   1.800	 165.000	 -13.009	 -184.14892257	 -184.12819085
   1.125	   1.800	 166.000	 -12.819	 -184.14875725	 -184.12832864
   1.125	   1.800	 167.000	 -12.641	 -184.14860136	 -184.12845656
   1.125	   1.800	 168.000	 -12.475	 -184.14845525	 -184.12857467
   1.125	   1.800	 169.000	 -12.322	 -184.14831932	 -184.12868304
   1.131	   1.850	  90.000	 -26.667	 -184.14731401	 -184.10481703
   1.131	   1.850	  91.000	 -27.531	 -184.14841054	 -184.10453640
   1.131	   1.850	  92.000	 -28.338	 -184.14944346	 -184.10428344
   1.131	   1.850	  93.000	 -29.089	 -184.15041546	 -184.10405926
   1.131	   1.850	  94.000	 -29.784	 -184.15132915	 -184.10386524
   1.130	   1.850	  95.000	 -30.424	 -184.15218707	 -184.10370294
   1.130	   1.850	  96.000	 -31.010	 -184.15299168	 -184.10357413
   1.130	   1.850	  97.000	 -31.542	 -184.15374536	 -184.10348069
   1.215	   1.850	  98.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.850	  99.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.850	 100.000	   0.000	    0.00000000	    0.00000000
   1.215	   1.850	 101.000	   0.000	    0.00000000	    0.00000000
   1.130	   1.850	 102.000	 -33.396	 -184.15682660	 -184.10360705
   1.130	   1.850	 103.000	 -33.610	 -184.15731956	 -184.10375901
   1.129	   1.850	 104.000	 -33.774	 -184.15777572	 -184.10395296
   1.129	   1.850	 105.000	 -33.892	 -184.15819678	 -184.10418720
   1.129	   1.850	 106.000	 -33.964	 -184.15858434	 -184.10445911
   1.129	   1.850	 107.000	 -33.995	 -184.15893993	 -184.10476560
   1.129	   1.850	 108.000	 -33.987	 -184.15926500	 -184.10510297
   1.129	   1.850	 109.000	 -33.944	 -184.15956095	 -184.10546735
   1.129	   1.850	 110.000	 -33.869	 -184.15982910	 -184.10585469
   1.128	   1.850	 111.000	 -33.766	 -184.16007072	 -184.10626113
   1.128	   1.850	 112.000	 -33.637	 -184.16028699	 -184.10668301
   1.128	   1.850	 113.000	 -33.485	 -184.16047907	 -184.10711700
   1.128	   1.850	 114.000	 -33.313	 -184.16064806	 -184.10756013
   1.128	   1.850	 115.000	 -33.123	 -184.16079498	 -184.10800977
   1.128	   1.850	 116.000	 -32.917	 -184.16092085	 -184.10846365
   1.128	   1.850	 117.000	 -32.697	 -184.16102659	 -184.10891981
   1.128	   1.850	 118.000	 -32.465	 -184.16111313	 -184.10937657
   1.127	   1.850	 119.000	 -32.222	 -184.16118133	 -184.10983252
   1.127	   1.850	 120.000	 -31.969	 -184.16123203	 -184.11028644
   1.127	   1.850	 121.000	 -31.707	 -184.16126602	 -184.11073734
   1.127	   1.850	 122.000	 -31.438	 -184.16128407	 -184.11118434
   1.127	   1.850	 123.000	 -31.162	 -184.16128693	 -184.11162674
   1.127	   1.850	 124.000	 -30.881	 -184.16127531	 -184.11206392
   1.127	   1.850	 125.000	 -30.594	 -184.16124991	 -184.11249537
   1.127	   1.850	 126.000	 -30.303	 -184.16121139	 -184.11292069
   1.126	   1.850	 127.000	 -30.008	 -184.16116041	 -184.11333952
   1.126	   1.850	 128.000	 -29.710	 -184.16109760	 -184.11375153
   1.126	   1.850	 129.000	 -29.410	 -184.16102355	 -184.11415650
   1.126	   1.850	 130.000	 -29.107	 -184.16093894	 -184.11455419
   1.126	   1.850	 131.000	 -28.803	 -184.16084433	 -184.11494445
   1.126	   1.850	 132.000	 -28.497	 -184.16074032	 -184.11532714
   1.126	   1.850	 133.000	 -28.191	 -184.16062744	 -184.11570212
   1.126	   1.850	 134.000	 -27.885	 -184.16050627	 -184.11606930
   1.126	   1.850	 135.000	 -27.578	 -184.16037738	 -184.11642855
   1.126	   1.850	 136.000	 -27.272	 -184.16024132	 -184.11677993
   1.125	   1.850	 137.000	 -26.967	 -184.16009858	 -184.11712326
   1.125	   1.850	 138.000	 -26.664	 -184.15994977	 -184.11745853
   1.125	   1.850	 139.000	 -26.361	 -184.15979540	 -184.11778571
   1.125	   1.850	 140.000	 -26.061	 -184.15963602	 -184.11810476
   1.125	   1.850	 141.000	 -25.763	 -184.15947208	 -184.11841566
   1.125	   1.850	 142.000	 -25.468	 -184.15930414	 -184.11871839
   1.125	   1.850	 143.000	 -25.176	 -184.15913272	 -184.11901293
   1.125	   1.850	 144.000	 -24.886	 -184.15895832	 -184.11929927
   1.125	   1.850	 145.000	 -24.601	 -184.15878144	 -184.11957741
   1.125	   1.850	 146.000	 -24.319	 -184.15860260	 -184.11984734
   1.125	   1.850	 147.000	 -24.042	 -184.15842229	 -184.12010905
   1.125	   1.850	 148.000	 -23.769	 -184.15824101	 -184.12036254
   1.125	   1.850	 149.000	 -23.501	 -184.15805924	 -184.12060782
   1.125	   1.850	 150.000	 -23.238	 -184.15787747	 -184.12084490
   1.125	   1.850	 151.000	 -22.981	 -184.15769619	 -184.12107377
   1.125	   1.850	 152.000	 -22.729	 -184.15751588	 -184.12129445
   1.124	   1.850	 153.000	 -22.484	 -184.15733700	 -184.12150696
